Response ID,AGE,SEX,EDUCATION,TOTAL IUIPC (70),VUR (out of 8) ,Answers,Likert
1940,25,Female,Bachelorês degree,66,3,8,3.625
1326,37,Male,Master's degree,61,5,8,4.125
1351,27,Male,Bachelorês degree,55,4,8,4.375
740,28,Male,Master's degree,51,6,8,4.375
706,22,Male,"Some college credit,  or Associate's degree",59,6,7,4.25
1921,43,Male,Bachelorês degree,61,7,8,4.875
1723,32,Male,"High school graduate, diploma or the equivalent (for example: GED)",68,7,8,4.875
1082,42,Female,"High school graduate, diploma or the equivalent (for example: GED)",66,5,8,4.5
1671,39,Male,"Some college credit,  or Associate's degree",70,7,8,4.875
2065,30,Female,"Some college credit,  or Associate's degree",59,4,8,4.25
1021,33,Male,"Some college credit,  or Associate's degree",60,6,8,4.375
2389,25,Female,Master's degree,59,0,8,1.5
1927,34,Male,"Some college credit,  or Associate's degree",68,5,8,4.625
1950,34,Male,Bachelorês degree,68,5,8,4.25
1100,35,Male,"Some college credit,  or Associate's degree",65,4,8,3.625
1084,34,,"Some high school, no diploma",66,1,8,3.25
644,30,Female,Bachelorês degree,55,4,8,3.625
2330,25,Female,Master's degree,58,2,8,3.25
1218,33,Male,"Some college credit,  or Associate's degree",65,3,7,2.75
866,24,Female,Bachelorês degree,68,7,8,4.875
2263,45,Male,Master's degree,67,7,8,4.875
517,19,Male,"Some college credit,  or Associate's degree",63,3,8,4
1473,24,Male,Bachelorês degree,53,1,8,3.125
989,41,Female,Bachelorês degree,61,4,8,3.625
2329,33,Female,Master's degree,61,7,8,4.5
252,52,Female,Bachelorês degree,68,8,8,5
1781,31,Male,Bachelorês degree,56,6,8,4.375
591,39,Male,Bachelorês degree,70,6,8,4.25
1255,28,Male,Bachelorês degree,62,3,7,3.375
1501,56,Female,Bachelorês degree,57,3,8,3.5
674,26,Male,Bachelorês degree,70,8,8,5
2259,31,Female,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",65,5,8,4.25
1207,57,Male,Bachelorês degree,61,1,8,2.75
1115,35,Female,Bachelorês degree,70,7,8,4.875
383,41,Male,"Some college credit,  or Associate's degree",62,1,8,4.125
2032,32,Male,"Some college credit,  or Associate's degree",70,8,8,5
754,28,Female,Bachelorês degree,66,4,8,4.375
2343,28,Male,"Some college credit,  or Associate's degree",60,3,8,4.25
2128,39,Male,"Some college credit,  or Associate's degree",67,7,8,4.5
546,40,Male,"High school graduate, diploma or the equivalent (for example: GED)",60,4,8,4
1575,24,Female,Bachelorês degree,57,1,8,3.875
2192,23,Female,Bachelorês degree,68,6,8,4.5
1212,27,Male,Bachelorês degree,59,4,7,3.5
1498,34,Female,"Some college credit,  or Associate's degree",67,3,8,3.625
1071,60,Male,Bachelorês degree,61,0,8,4
2244,24,Male,"Some college credit,  or Associate's degree",57,4,8,4.25
1516,33,Female,Bachelorês degree,64,4,8,4.375
1528,33,Male,Bachelorês degree,68,4,7,3.875
201,28,Female,"Some college credit,  or Associate's degree",67,4,8,4.25
2014,57,Female,Master's degree,64,3,8,3.625
1525,31,Female,Bachelorês degree,61,3,7,3.25
686,54,Female,"Some college credit,  or Associate's degree",70,2,8,2.875
1124,23,Male,"Some college credit,  or Associate's degree",67,5,8,4.625
318,25,Male,"Some college credit,  or Associate's degree",64,6,8,4.375
814,26,Male,"Some college credit,  or Associate's degree",54,4,8,3.75
142,29,Male,"Some college credit,  or Associate's degree",51,7,8,4.75
84,58,Female,Master's degree,69,2,8,4
2369,20,Female,"High school graduate, diploma or the equivalent (for example: GED)",61,5,8,3.875
1211,66,Male,Bachelorês degree,68,7,8,4.75
139,21,Female,"Some college credit,  or Associate's degree",64,6,8,4.5
1306,31,Female,Master's degree,69,2,8,2.25
1954,45,Male,Bachelorês degree,70,6,8,4.375
1149,58,Female,Master's degree,69,8,8,5
647,28,Female,"Some college credit,  or Associate's degree",63,6,8,4.75
2069,29,Male,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",50,3,8,3.875
1926,22,Male,"Some college credit,  or Associate's degree",42,4,8,3.75
1649,31,Male,"Some college credit,  or Associate's degree",70,7,8,4.625
1848,22,Male,Bachelorês degree,64,5,8,4.375
2309,19,Male,"Some college credit,  or Associate's degree",53,2,8,4.125
1931,27,Female,Master's degree,63,7,8,4.875
1977,20,Male,"Some college credit,  or Associate's degree",57,3,7,3.75
1238,24,Male,Bachelorês degree,61,7,8,4.875
1986,27,,"Some college credit,  or Associate's degree",61,7,7,4.375
728,41,Male,"Some college credit,  or Associate's degree",62,4,8,3.5
2206,27,Male,Bachelorês degree,67,5,8,4.125
363,38,Male,"Some college credit,  or Associate's degree",69,7,8,4.875
845,36,Female,Master's degree,64,5,8,4.375
281,43,Male,Master's degree,54,3,8,3.375
208,30,Male,"High school graduate, diploma or the equivalent (for example: GED)",70,8,8,5
440,23,Male,Bachelorês degree,65,2,8,3.25
171,35,Male,"Some college credit,  or Associate's degree",65,4,8,4.25
1965,32,Male,Bachelorês degree,66,7,8,4.75
1838,57,Female,Master's degree,58,3,8,4.25
1482,26,Male,Bachelorês degree,57,8,8,5
2093,26,Male,Bachelorês degree,70,6,8,4.25
1708,43,Male,Bachelorês degree,50,5,8,4.5
2349,35,Female,Bachelorês degree,53,3,8,4.125
1455,53,Female,"Some college credit,  or Associate's degree",64,5,8,4
625,24,Male,Bachelorês degree,58,1,8,3.625
2029,26,Female,Master's degree,66,5,8,4.125
1758,29,Female,Bachelorês degree,60,2,7,2.875
1417,36,Male,Bachelorês degree,64,7,8,4.875
1894,32,Male,"High school graduate, diploma or the equivalent (for example: GED)",59,1,8,3.25
312,29,Male,"Some college credit,  or Associate's degree",56,5,8,4.625
1648,32,Male,"Some college credit,  or Associate's degree",64,4,8,4.25
944,24,Male,"Some college credit,  or Associate's degree",70,7,8,4.875
2153,35,Male,Bachelorês degree,60,6,8,4.5
2184,29,Female,Master's degree,56,6,8,4.375
973,38,Female,Bachelorês degree,67,8,8,5
416,30,Male,Bachelorês degree,60,4,8,4.125
352,23,Female,Bachelorês degree,66,2,8,3.25
1877,52,Female,Bachelorês degree,66,5,8,4.625
1559,25,Male,"Some college credit,  or Associate's degree",63,4,8,4.125
700,29,Male,Bachelorês degree,70,8,8,5
650,21,Female,Bachelorês degree,70,6,8,4.5
1814,28,Male,Bachelorês degree,56,5,8,3.875
1374,36,Male,"Some college credit,  or Associate's degree",70,7,8,4.875
1972,27,Male,Bachelorês degree,59,3,8,4.25
2049,31,Male,"Some college credit,  or Associate's degree",64,5,8,3.875
616,25,Female,Bachelorês degree,57,6,8,4.5
2188,22,Male,"Some college credit,  or Associate's degree",46,1,8,3.375
2400,25,,"Some college credit,  or Associate's degree",30,5,8,4.375
1791,38,Female,"Some college credit,  or Associate's degree",67,7,8,4.75
1654,28,Male,Bachelorês degree,61,2,8,3.75
2026,50,Male,Master's degree,48,2,8,3.5
239,32,Male,Master's degree,69,2,8,4.125
1827,30,Female,Bachelorês degree,69,4,8,3.875
74,37,Male,Bachelorês degree,64,6,8,4.75
465,25,Male,Bachelorês degree,61,8,8,5
862,49,Female,"High school graduate, diploma or the equivalent (for example: GED)",65,5,7,4.125
1448,30,Male,"Some college credit,  or Associate's degree",42,3,7,3
1449,21,Female,"Some college credit,  or Associate's degree",70,5,8,4.375
1681,23,Male,"Some college credit,  or Associate's degree",66,5,8,4.25
210,27,Male,Bachelorês degree,63,5,7,4
355,23,Male,"High school graduate, diploma or the equivalent (for example: GED)",68,4,8,3.875
1247,27,Female,Bachelorês degree,70,6,8,4.375
579,33,Male,"Some college credit,  or Associate's degree",54,0,8,1.25
1287,23,Male,Bachelorês degree,59,4,8,4.5
621,27,Male,Master's degree,61,1,8,3.625
778,34,Female,Bachelorês degree,60,4,8,3.5
315,29,Female,Master's degree,62,2,8,3.5
574,31,Male,Master's degree,46,0,8,3
205,22,Male,"Some college credit,  or Associate's degree",61,6,8,4.75
1639,31,Male,"Some college credit,  or Associate's degree",54,3,8,3.875
1887,71,Male,"Some college credit,  or Associate's degree",51,2,8,4.25
1305,62,Male,"Some college credit,  or Associate's degree",63,4,8,4.375
1300,27,Male,Master's degree,53,8,8,5
65,52,Female,Bachelorês degree,62,3,7,3.25
1725,36,Male,Bachelorês degree,57,5,8,4.5
515,40,Male,Bachelorês degree,62,3,8,3.625
1051,37,Female,"High school graduate, diploma or the equivalent (for example: GED)",69,6,8,4.5
531,28,Male,"Some college credit,  or Associate's degree",62,6,8,4.25
101,35,Male,"High school graduate, diploma or the equivalent (for example: GED)",68,5,8,3.875
1497,27,Male,"Some college credit,  or Associate's degree",65,6,8,4.5
556,41,Male,Bachelorês degree,45,4,8,4.25
975,31,Female,"Some college credit,  or Associate's degree",60,3,8,3.25
1208,54,Female,Bachelorês degree,62,4,8,3.875
337,44,Male,Bachelorês degree,58,4,8,3.375
1478,31,Male,Bachelorês degree,62,3,7,3.25
1428,30,Female,Bachelorês degree,70,7,8,4.75
2367,46,Male,"Some college credit,  or Associate's degree",62,5,8,4.375
835,26,Male,"Some college credit,  or Associate's degree",57,4,8,4
1058,24,Female,Bachelorês degree,68,7,8,4.625
1601,50,Female,"Some college credit,  or Associate's degree",62,7,8,4.75
544,29,Female,Bachelorês degree,57,8,8,5
1088,18,Male,"High school graduate, diploma or the equivalent (for example: GED)",41,5,8,4.625
999,26,Male,Bachelorês degree,67,3,8,3.75
901,21,Male,"Some college credit,  or Associate's degree",65,6,8,4.5
1348,22,Male,"Some college credit,  or Associate's degree",46,4,7,4
840,27,Male,Bachelorês degree,64,4,7,3.625
377,36,Female,"High school graduate, diploma or the equivalent (for example: GED)",53,4,8,4.25
1893,32,Male,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",67,8,8,5
882,21,Female,"Some college credit,  or Associate's degree",57,5,8,4.375
637,32,Male,"High school graduate, diploma or the equivalent (for example: GED)",61,8,8,5
2150,25,Male,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",67,6,6,3.75
693,23,Male,Bachelorês degree,65,6,8,4.375
598,29,Female,Master's degree,70,3,8,4.375
1884,27,Male,Bachelorês degree,57,8,8,5
1805,31,Male,Bachelorês degree,64,6,8,4.625
2387,25,Male,Bachelorês degree,65,7,8,4.875
288,39,Female,Bachelorês degree,68,6,8,4.5
334,23,Male,"High school graduate, diploma or the equivalent (for example: GED)",69,4,8,3.75
1134,23,Female,Bachelorês degree,62,3,7,3.5
1189,35,Female,"Some college credit,  or Associate's degree",51,6,8,4.75
1711,19,Male,"High school graduate, diploma or the equivalent (for example: GED)",63,4,8,3.625
590,39,Male,Bachelorês degree,59,8,8,5
2127,33,Female,"High school graduate, diploma or the equivalent (for example: GED)",53,3,8,3.875
1111,28,Male,"Some college credit,  or Associate's degree",56,3,8,3.25
1154,30,Male,"High school graduate, diploma or the equivalent (for example: GED)",47,4,8,4.25
1145,36,Male,Bachelorês degree,69,7,8,4.75
1388,29,Female,"Some college credit,  or Associate's degree",66,4,6,3.125
2359,31,Male,"Some college credit,  or Associate's degree",67,8,8,5
2166,26,Male,Bachelorês degree,63,4,8,4.375
1118,29,Male,"Some college credit,  or Associate's degree",66,5,8,3.5
1412,30,Male,Bachelorês degree,64,6,8,4.25
2077,31,Female,"Some college credit,  or Associate's degree",52,3,8,3.875
2273,29,Male,Bachelorês degree,58,2,8,3.875
1566,28,Male,Bachelorês degree,70,8,8,5
724,34,Male,"High school graduate, diploma or the equivalent (for example: GED)",59,3,8,3.875
981,22,Female,Bachelorês degree,61,6,8,4.25
2318,23,Female,Bachelorês degree,60,5,8,4.25
1669,39,Male,"Some college credit,  or Associate's degree",63,8,8,5
2024,30,Male,Bachelorês degree,54,6,7,4.125
1045,31,Female,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",66,7,8,4.75
92,40,Female,Bachelorês degree,70,7,8,4.875
604,29,Male,Bachelorês degree,66,7,7,4.375
1056,21,Female,"Some college credit,  or Associate's degree",61,7,8,4.5
1748,33,Female,Bachelorês degree,63,4,8,3.75
67,32,Female,"High school graduate, diploma or the equivalent (for example: GED)",65,2,8,3.5
2199,73,Female,Bachelorês degree,67,4,7,3.5
1029,31,Female,"High school graduate, diploma or the equivalent (for example: GED)",64,7,8,4.75
1186,43,Female,Bachelorês degree,57,4,8,4
1701,27,Male,Bachelorês degree,56,0,8,2.875
1776,26,Male,Bachelorês degree,62,3,7,3.625
744,23,Male,"Some college credit,  or Associate's degree",53,6,8,4.625
932,42,Male,Bachelorês degree,69,5,8,4.5
1444,22,Male,Bachelorês degree,49,4,8,3.75
295,30,Male,Master's degree,58,3,8,4.375
832,28,Male,Bachelorês degree,50,2,8,3.625
565,27,Female,Bachelorês degree,53,2,7,3.25
1594,34,Male,"Some college credit,  or Associate's degree",67,5,8,4.5
1829,26,Male,"Some college credit,  or Associate's degree",68,5,8,4.375
2218,34,Female,Bachelorês degree,65,8,8,5
1209,48,Male,Master's degree,63,2,8,3.25
850,20,Male,"Some college credit,  or Associate's degree",59,2,7,3.125
1169,32,Female,Bachelorês degree,63,6,8,4.75
630,41,Female,"Some college credit,  or Associate's degree",51,6,7,4.25
1830,33,Female,"Some college credit,  or Associate's degree",63,5,8,4.125
658,33,Female,"Some college credit,  or Associate's degree",69,6,8,4.25
1123,35,Male,Bachelorês degree,58,3,7,3.75
1694,49,Female,"Some college credit,  or Associate's degree",50,6,8,4.625
189,25,Male,"Some college credit,  or Associate's degree",67,5,8,4.125
1687,29,Male,Bachelorês degree,48,1,8,3.875
543,29,Male,"Some college credit,  or Associate's degree",54,5,8,4.5
788,72,Female,Master's degree,68,8,8,5
1595,30,Male,"Some college credit,  or Associate's degree",58,5,8,4.375
1042,30,Female,"Some college credit,  or Associate's degree",66,5,8,4.625
2204,35,Female,Bachelorês degree,60,8,8,5
635,31,Female,Bachelorês degree,62,6,8,4.75
1828,39,Male,"Some college credit,  or Associate's degree",59,6,8,4.75
1075,36,Male,"Some college credit,  or Associate's degree",55,6,8,4.75
602,43,Male,"Some college credit,  or Associate's degree",51,4,8,3.75
669,38,Male,"Some college credit,  or Associate's degree",64,3,8,4.125
2048,31,Male,"Some college credit,  or Associate's degree",69,7,8,4.875
1324,27,Female,Bachelorês degree,66,2,8,4
1382,54,Female,"Some college credit,  or Associate's degree",66,5,8,4.25
1924,48,Male,Bachelorês degree,65,5,8,4.125
1484,25,Female,"High school graduate, diploma or the equivalent (for example: GED)",62,3,8,3.375
2053,23,Female,"Some college credit,  or Associate's degree",70,7,8,4.5
1515,25,Female,Master's degree,60,5,8,4.375
1875,23,Female,"Some college credit,  or Associate's degree",59,2,8,3.5
774,36,Male,Bachelorês degree,64,7,7,4.375
622,23,Female,Master's degree,53,0,8,3.75
1157,29,Female,"Some college credit,  or Associate's degree",67,5,7,4.125
491,27,Male,Bachelorês degree,63,3,7,3.375
1920,30,Male,"High school graduate, diploma or the equivalent (for example: GED)",69,5,8,4.5
1713,53,Male,Bachelorês degree,64,4,8,4.125
241,36,Female,"Some college credit,  or Associate's degree",70,7,8,4.75
1730,21,Male,"Some college credit,  or Associate's degree",48,3,8,3.875
2239,29,Female,"Some college credit,  or Associate's degree",67,4,8,4
2384,27,Male,"Some college credit,  or Associate's degree",60,4,8,4.375
401,25,Male,Bachelorês degree,64,6,8,4.625
1983,28,Male,Bachelorês degree,43,0,8,3.375
1906,22,Male,"Some college credit,  or Associate's degree",63,5,8,4.5
447,23,Male,Bachelorês degree,70,8,8,5
2089,33,,"Some college credit,  or Associate's degree",46,4,8,4
1469,27,Male,Master's degree,54,0,7,2.875
1150,43,Male,"Some college credit,  or Associate's degree",66,5,8,4.375
679,44,Male,"High school graduate, diploma or the equivalent (for example: GED)",66,6,8,4.625
1164,25,Male,Bachelorês degree,40,0,8,3.625
313,22,Female,"Some college credit,  or Associate's degree",70,7,7,4.375
2363,53,Female,"Some college credit,  or Associate's degree",69,8,8,5
1815,30,Female,Bachelorês degree,55,4,8,3.625
1944,22,Male,Bachelorês degree,65,6,8,4.375
1908,29,Male,Master's degree,66,6,8,4.75
1736,19,Male,"High school graduate, diploma or the equivalent (for example: GED)",53,3,7,3.125
519,28,Male,Master's degree,57,4,8,3.625
508,26,Male,"Some college credit,  or Associate's degree",62,8,8,5
332,23,Male,Bachelorês degree,55,6,8,4.75
2117,32,Female,Bachelorês degree,45,3,8,3.25
2237,20,Male,"Some college credit,  or Associate's degree",48,2,7,3
945,27,Male,Master's degree,61,4,8,4.5
160,35,Male,"Some college credit,  or Associate's degree",61,4,8,4.5
469,22,Male,Bachelorês degree,51,3,8,3.75
159,44,Female,Master's degree,67,8,8,5
721,30,Male,"Some college credit,  or Associate's degree",59,4,8,3.875
1728,28,Female,Bachelorês degree,68,6,8,4.625
1367,35,Female,"Some college credit,  or Associate's degree",59,0,8,4
285,33,Female,Bachelorês degree,63,7,8,4.75
458,22,Male,"High school graduate, diploma or the equivalent (for example: GED)",62,4,8,4.125
380,33,Male,"High school graduate, diploma or the equivalent (for example: GED)",70,8,8,5
1488,37,Male,Bachelorês degree,56,0,8,3.25
971,26,Female,Bachelorês degree,65,4,8,3.625
100,31,Male,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",67,3,8,3.625
1778,30,Male,Bachelorês degree,48,3,8,3.875
1443,39,Male,"Some college credit,  or Associate's degree",70,3,8,4.125
1262,38,Female,Bachelorês degree,70,8,8,5
846,20,Female,"Some college credit,  or Associate's degree",62,1,7,2.5
2238,23,Male,"Some college credit,  or Associate's degree",41,4,8,3.75
1251,24,Male,"Some college credit,  or Associate's degree",54,5,8,4.125
795,22,Male,"Some college credit,  or Associate's degree",64,3,8,3.375
1318,28,Male,Master's degree,65,5,7,3.625
359,30,Female,Master's degree,67,8,8,5
847,25,Female,Master's degree,62,2,8,3.5
1053,41,Male,"Some college credit,  or Associate's degree",68,8,8,5
568,40,Male,"Some college credit,  or Associate's degree",70,3,8,3.375
613,19,Female,"High school graduate, diploma or the equivalent (for example: GED)",58,4,8,3.875
967,33,Female,"Some college credit,  or Associate's degree",61,5,8,4.5
2208,31,Male,"High school graduate, diploma or the equivalent (for example: GED)",65,5,8,4.5
406,27,Male,Bachelorês degree,56,3,8,3.5
484,20,Male,"Some college credit,  or Associate's degree",52,3,8,3.625
494,24,Male,Bachelorês degree,65,6,8,4.75
302,24,Male,Bachelorês degree,54,5,8,4.25
1691,28,Female,Bachelorês degree,54,2,8,3.875
1491,33,Female,"Some college credit,  or Associate's degree",67,8,8,5
225,20,Female,Bachelorês degree,63,4,8,4.125
1000,31,Female,Bachelorês degree,68,7,8,4.625
1508,44,Female,Bachelorês degree,56,4,7,3.75
1980,25,Male,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",64,7,8,4.875
988,19,Female,"Some college credit,  or Associate's degree",62,7,8,4.875
278,45,Male,Master's degree,32,6,8,4
393,34,Male,Bachelorês degree,38,3,8,3.5
1313,27,Male,"Some college credit,  or Associate's degree",66,2,8,3.625
336,28,Female,"Some college credit,  or Associate's degree",62,3,8,3.125
1886,33,Male,Master's degree,63,7,8,4.75
737,54,Female,Master's degree,64,5,8,4.625
504,31,Male,"Some college credit,  or Associate's degree",53,4,8,4.125
877,39,Male,Bachelorês degree,55,6,7,4.125
601,26,Male,Bachelorês degree,67,6,8,4.5
1074,38,Female,Bachelorês degree,47,3,8,3.375
1773,57,Female,"Some college credit,  or Associate's degree",70,7,8,4.75
1294,71,Female,"Some college credit,  or Associate's degree",59,4,8,3.5
2217,27,Male,"Some college credit,  or Associate's degree",50,5,7,3.875
1034,25,Male,"Some college credit,  or Associate's degree",64,5,8,4.125
1656,29,Male,Bachelorês degree,57,6,8,4.75
1206,20,Male,"Some college credit,  or Associate's degree",69,6,8,4.75
381,37,Female,Master's degree,69,7,8,4.75
322,34,Female,Bachelorês degree,70,5,8,4.25
1638,25,Male,Bachelorês degree,54,5,8,4.5
605,54,Male,"Some college credit,  or Associate's degree",70,5,8,4.5
769,38,Male,"Some college credit,  or Associate's degree",68,4,8,4.375
2327,20,Female,Bachelorês degree,65,4,8,3.75
340,32,Male,Bachelorês degree,58,6,8,4.625
2022,23,Female,"High school graduate, diploma or the equivalent (for example: GED)",69,7,8,4.875
2174,34,Male,"Some college credit,  or Associate's degree",65,6,8,4.75
1586,21,Female,"Some college credit,  or Associate's degree",66,4,8,4.375
1496,27,Male,Bachelorês degree,65,7,8,4.5
231,29,Female,"Some college credit,  or Associate's degree",63,5,8,4.375
1148,25,Female,"High school graduate, diploma or the equivalent (for example: GED)",57,5,7,3.75
640,52,Female,"Some college credit,  or Associate's degree",70,8,8,5
486,31,Male,Bachelorês degree,45,1,8,3.625
1295,44,Male,Bachelorês degree,70,5,8,4.125
429,33,Male,Bachelorês degree,70,6,8,4.625
1588,39,Female,"High school graduate, diploma or the equivalent (for example: GED)",53,3,8,3.75
1030,31,Male,Bachelorês degree,39,2,8,4.125
2277,60,Female,Bachelorês degree,65,1,7,3
538,29,Male,"Some college credit,  or Associate's degree",58,4,8,3.875
2198,26,Female,"High school graduate, diploma or the equivalent (for example: GED)",69,6,8,4.5
309,32,Male,Bachelorês degree,54,4,8,3.375
492,22,Male,"Some college credit,  or Associate's degree",58,3,8,3.625
1755,20,Male,"Some college credit,  or Associate's degree",60,4,8,4.5
529,25,Male,Master's degree,61,8,8,5
1194,26,Male,Bachelorês degree,62,3,8,3.625
444,20,Male,Bachelorês degree,70,8,8,5
1239,26,Female,"Some college credit,  or Associate's degree",43,1,8,3.25
415,25,Male,Bachelorês degree,56,7,8,4.75
177,32,Female,Bachelorês degree,64,3,8,4.25
1873,29,Female,Bachelorês degree,64,6,8,4.375
545,20,Male,"High school graduate, diploma or the equivalent (for example: GED)",46,2,8,3.75
1353,39,Male,"Some college credit,  or Associate's degree",68,8,8,5
1409,30,Female,Bachelorês degree,61,3,8,3.75
1411,35,Female,,63,7,8,4.5
1668,33,Female,Bachelorês degree,69,4,8,3.75
2104,36,Female,Master's degree,60,4,8,4.5
211,40,Male,"High school graduate, diploma or the equivalent (for example: GED)",56,5,8,4.375
1771,66,Female,"Some college credit,  or Associate's degree",58,3,8,3.75
2302,34,Male,"High school graduate, diploma or the equivalent (for example: GED)",70,7,8,4.5
718,27,Male,"High school graduate, diploma or the equivalent (for example: GED)",70,5,8,4.375
2376,37,Female,Bachelorês degree,54,4,8,4.375
1793,31,Male,Bachelorês degree,61,5,8,4.125
780,24,Female,Bachelorês degree,70,7,7,4.375
1376,22,Female,Bachelorês degree,67,2,8,3.125
1526,20,Female,"High school graduate, diploma or the equivalent (for example: GED)",55,2,8,3.375
1613,27,Male,"High school graduate, diploma or the equivalent (for example: GED)",64,5,8,4.625
888,30,Male,"High school graduate, diploma or the equivalent (for example: GED)",59,4,8,3.5
294,29,Male,"Some college credit,  or Associate's degree",53,4,7,3.75
803,29,Female,Master's degree,57,3,8,3.875
1003,30,Male,Master's degree,60,5,8,4
2060,26,Female,Master's degree,38,2,8,3.375
1682,19,Male,"High school graduate, diploma or the equivalent (for example: GED)",56,5,8,4.375
566,50,Male,"High school graduate, diploma or the equivalent (for example: GED)",67,4,8,4.375
1519,32,Female,"Some college credit,  or Associate's degree",61,4,8,3.75
1288,30,Female,"Some college credit,  or Associate's degree",63,3,8,3.875
272,28,Female,Bachelorês degree,61,4,8,4.375
314,49,Male,Master's degree,56,5,8,4.25
2224,72,Female,Master's degree,46,4,7,3.875
81,64,Female,"Some college credit,  or Associate's degree",61,4,8,4.5
2377,33,Female,"Some college credit,  or Associate's degree",65,1,7,2.75
783,27,Male,Bachelorês degree,70,5,8,4.5
1845,65,Female,"Some college credit,  or Associate's degree",67,6,8,4.75
1548,31,Female,"Some college credit,  or Associate's degree",62,2,7,2.375
741,33,Male,Master's degree,56,2,8,3.875
742,28,Female,"Some college credit,  or Associate's degree",70,4,7,4
1040,48,Male,"Some college credit,  or Associate's degree",67,6,8,4
1871,22,Female,"Some college credit,  or Associate's degree",53,7,8,4.875
1949,34,Male,"Some college credit,  or Associate's degree",70,3,8,4.125
1227,27,Male,"Some college credit,  or Associate's degree",50,1,8,2.875
2062,63,Female,Bachelorês degree,69,5,8,4.375
1415,38,Male,"Some college credit,  or Associate's degree",56,5,8,4.5
1552,37,Female,Bachelorês degree,45,4,8,3.875
2148,24,Male,Bachelorês degree,62,7,8,4.625
829,33,Male,Bachelorês degree,54,5,8,4.25
2183,43,Female,Bachelorês degree,52,5,8,4.125
2031,39,Female,"Some college credit,  or Associate's degree",58,4,8,4.125
1138,58,Male,Bachelorês degree,70,7,8,4.875
603,29,Male,"Some college credit,  or Associate's degree",57,7,8,4.75
427,64,Female,"Some college credit,  or Associate's degree",67,8,8,5
671,34,Male,Bachelorês degree,65,8,8,5
1027,22,Female,"Some college credit,  or Associate's degree",55,4,8,3.875
28,58,Female,"High school graduate, diploma or the equivalent (for example: GED)",64,7,8,4.625
36,59,Female,"Doctorate or professional degree (Ph.D., J.D., M.D., etc.)",70,7,8,4.5
356,33,Male,"Some college credit,  or Associate's degree",60,3,8,3.375
1581,60,Female,Bachelorês degree,63,4,8,4.25
1014,32,Female,Bachelorês degree,61,4,8,4.375
325,27,Male,"Some high school, no diploma",70,6,8,4.375
676,25,Male,"Some college credit,  or Associate's degree",68,8,8,5
889,53,Male,Bachelorês degree,62,7,8,4.625
1842,23,Female,Bachelorês degree,56,6,8,4.5
197,23,Male,"High school graduate, diploma or the equivalent (for example: GED)",63,2,8,3.875
1426,59,Female,"High school graduate, diploma or the equivalent (for example: GED)",70,5,8,3.75
320,30,Female,Bachelorês degree,63,4,8,4
1966,28,Male,Bachelorês degree,45,1,8,3.375
271,22,Male,"Some college credit,  or Associate's degree",56,4,8,3.75
793,50,Male,"Some college credit,  or Associate's degree",60,7,8,4.875
2300,22,Female,"Some college credit,  or Associate's degree",61,4,8,4.125
351,21,Female,"Some college credit,  or Associate's degree",69,8,8,5
